Token,Annotation
the,0
top,0
of,0
a,0
bleb.,0
Figure,0
7A,0
shows,0
bleb,0
and,0
sub-,0
conjunctival,0
pressure,0
distribution,0
for,0
the,0
case,0
of,0
a,0
scar,0
cap,0
of,0
radius,0
1.5mm,0
sitting,0
above,0
the,0
bleb.,0
The,0
shielding,0
of,0
the,0
tissue,0
by,0
the,0
scar,0
cap,0
is,0
clearly,0
seen.,0
Indeed,0
the,0
highest,0
tissue,0
pressure,0
now,0
occurs,0
next,0
to,0
the,0
outer,0
edge,0
of,0
the,0
scar,0
cap.,0
"Presumably,",0
if,0
further,0
remodeling,0
were,0
to,0
"occur,",0
it,0
would,0
most,0
likely,0
happen,0
at,0
this,0
outer,0
"edge,",0
causing,0
the,0
scar,0
cap,0
to,0
grow.,0
On,0
the,0
other,0
hand,0
we,0
see,0
that,0
the,0
IOP,0
is,0
similar,0
to,0
that,0
of,0
a,0
scar-free,0
"bleb,",0
despite,0
having,0
a,0
scar,0
cap,0
which,0
is,0
almost,0
70%,0
the,0
radius,0
of,0
the,0
bleb,0
itself,0
(although,0
it,0
does,0
constitutes,0
a,0
smaller,0
component,0
of,0
the,0
bleb,0
surface,0
"area),",0
and,0
the,0
sub-conjunctival,0
tissue,0
is,0
exposed,0
to,0
lower,0
pressures,0
than,0
the,0
scar-free,0
case.,0
This,0
suggests,0
that,0
it,0
is,0
the,0
scar,0
formation,0
at,0
the,0
outer,0
sides,0
of,0
the,0
bleb,0
which,0
is,0
most,0
critical,0
to,0
maintaining,0
a,0
stable,0
low,0
IOP.,0
Figure,0
7B,0
compares,0
IOP,0
for,0
the,0
cases,0
of,0
no,0
"scar,",0
a,0
scar,0
"cap,",0
and,0
a,0
scar,0
layer,0
which,0
completely,0
encapsulates,0
the,0
bleb,0
with,0
one,0
of,0
three,0
different,0
scar,0
layer,0
thicknesses.,0
"Further,",0
for,0
the,0
cases,0
of,0
completely,0
encapsulating,0
"scars,",0
the,0
scar,0
layer,0
either,0
contains,0
capillaries,0
(allowing,0
fluid,0
absorption,0
within,0
the,0
scar,0
layer),0
or,0
excludes,0
capillaries,0
(no,0
absorption,0
within,0
scar,0
layer).,0
In,0
all,0
cases,0
no,0
fluid,0
absorption,0
occurs,0
within,0
the,0
fluid,0
bleb.,0
The,0
three,0
thicknesses,0
presented,0
are,0
0.2mm,0
(i.e.,0
the,0
same,0
thickness,0
as,0
used,0
in,0
previous,0
figures,0
–,0
referred,0
to,0
as,0
"16),",0
0.1mm,0
(i.e.,0
0.56the,0
thickness,0
of,0
standard,0
scar,0
layer),0
and,0
0.3mm,0
(i.e.,0
1.56,0
the,0
thickness,0
of,0
the,0
standard,0
scar,0
layer).,0
It,0
can,0
be,0
"seen,",0
perhaps,0
"unexpectedly,",0
scar,0
thickness,0
has,0
only,0
a,0
minor,0
effect,0
on,0
IOP,0
when,0
fluid,0
is,0
absorbed,0
within,0
the,0
scar,0
layer.,0
Recall,0
for,0
Figure,0
3B,0
it,0
was,0
noted,0
that,0
the,0
majority,0
of,0
fluid,0
absorption,0
had,0
already,0
occurred,0
within,0
the,0
scar,0
"layer,",0
as,0
the,0
high,0
interstitial,0
pressure,0
increased,0
the,0
absorption,0
rate.,0
If,0
all,0
the,0
fluid,0
is,0
absorbed,0
within,0
the,0
existing,0
"scar,",0
increased,0
fluid,0
transport,0
barrier,0
offered,0
by,0
additional,0
scar,0
thickness,0
becomes,0
"irrelevant,",0
as,0
the,0
majority,0
of,0
fluid,0
is,0
absorbed,0
before,0
reaching,0
this,0
outer,0
scar,0
layer.,0
If,0
the,0
scar,0
layer,0
is,0
not,0
able,0
to,0
absorb,0
fluid,0
(the,0
case,0
of,0
no,0
capillaries,0
in,0
the,0
scar,0
"layer),",0
the,0
IOP,0
is,0
significantly,0
elevated,0
and,0
there,0
is,0
a,0
strong,0
influence,0
of,0
scar,0
thickness,0
on,0
IOP.,0
Discussion,0
We,0
have,0
developed,0
a,0
model,0
describing,0
fluid,0
flow,0
in,0
the,0
eye,0
after,0
glaucoma,0
"surgery,",0
where,0
the,0
factors,0
influencing,0
"IOP,",0
specifically,0
aqueous,0
humor,0
production,0
and,0
"outflow,",0
bleb,0
geom-,0
"etry,",0
tissue,0
conductivity,0
and,0
tissue,0
absorptive,0
capacity,0
can,0
be,0
varied.,0
The,0
model,0
accords,0
with,0
clinically,0
derived,0
experience,0
in,0
many,0
key,0
ways.,0
Blebs,0
have,0
‘successful’,0
characteristics,0
"which,",0
although,0
not,0
"exclusive,",0
are,0
generally,0
described,0
as,0
"‘low’,",0
‘diffuse’,0
and,0
‘large,0
without,0
the,0
formation,0
of,0
a,0
distinct,0
sub-conjunctival,0
encapsulation’.,0
This,0
situation,0
is,0
described,0
and,0
explored,0
in,0
the,0
"model,",0
which,0
indicates,O-Physical
the,O-Physical
relationship,O-Physical
between,O-Physical
the,O-Physical
size,O-Physical
and,O-Physical
internal,O-Physical
structure,O-Physical
and,O-Physical
pressure,O-Physical
relationships,O-Physical
in,O-Physical
and,O-Physical
around,O-Physical
the,O-Physical
bleb.,O-Physical
These,O-Physical
model,O-Physical
observations,O-Physical
agree,O-Physical
with,O-Physical
clinical,O-Physical
experience,O-Physical
and,O-Physical
published,O-Physical
analyses,O-Physical
of,O-Physical
bleb,O-Physical
morphology,O-Physical
and,O-Physical
function,O-Physical
"[27,28,29,30,31,32].",0
A,0
lowering,0
of,0
the,0
hydraulic,0
conductivity,0
effectively,0
seals,0
off,0
the,0
fluid,0
from,0
leaving,0
the,0
"bleb,",0
such,0
that,0
it,0
cannot,0
be,0
absorbed,0
(recall,0
Figure,0
3).,0
In,0
the,0
extreme,0
"case,",0
fluid,0
cannot,0
leave,0
the,0
bleb,0
and,0
the,0
bleb,0
is,0
no,0
longer,0
an,0
outflow,0
pathway,0
from,0
the,0
eye,0
and,0
the,0
eye,0
IOP,0
is,0
equivalent,0
to,0
that,0
of,0
an,0
unoperated,0
eye.,0
Progressive,0
scar,0
formation,0
is,0
consistent,0
with,0
a,0
lowering,0
hydraulic,0
conductivity.,0
The,O-Physical
uncontrolled,O-Physical
IOP,O-Physical
seen,O-Physical
in,O-Physical
"thick,",O-Physical
vascularized,O-Physical
walled,O-Physical
blebs,O-Physical
[4],0
suggests,O-Physical
that,O-Physical
an,O-Physical
increase,O-Physical
in,O-Physical
fluid,O-Physical
removal,O-Physical
efficiency,O-Physical
by,O-Physical
the,O-Physical
increased,O-Physical
vascularizaton,O-Physical
is,O-Physical
not,O-Physical
enough,O-Physical
to,O-Physical
compensate,O-Physical
for,O-Physical
the,O-Physical
decreased,O-Physical
hydraulic,O-Physical
conductivity,O-Physical
of,O-Physical
the,O-Physical
collagen,O-Physical
rich,O-Physical
bleb,O-Physical
wall.,O-Physical
From,0
Figure,0
4,0
we,0
can,0
estimate,0
that,0
a,0
decrease,0
in,0
hydraulic,0
conductivity,0
"or,",0
"alternatively,",0
an,0
increase,0
in,0
absorption,0
capacity,0
by,0
an,0
order,0
or,0
magnitude,0
(or,0
so),0
has,0
similar,0
effect,0
on,0
IOP.,0
We,0
therefore,0
expect,0
that,0
the,0
change,0
in,0
hydraulic,0
conductivity,0
due,0
to,0
scar,0
formation,0
is,0
larger,0
than,0
the,0
change,0
in,0
capillary,0
area,0
in,0
the,0
tissue.,0
The,0
implications,0
of,0
this,0
model,0
resonate,0
clinically:,0
that,0
failure,0
of,0
IOP,0
control,0
is,0
more,0
directly,0
related,0
to,0
decreases,0
in,0
hydraulic,0
conductivity,0
(i.e.,0
due,0
to,0
scar,0
formation),0
than,0
to,0
decreased,0
absorption,0
–,0
i.e.,0
the,0
formation,0
of,0
relatively,0
impermeable,0
"cap,",0
rather,0
than,0
diffuse,0
scarring,0
and,0
loss,0
of,0
absorptive,0
capacity.,0
In,0
the,0
history,0
of,0
glaucoma,0
surgery,0
"research,",0
histological,0
thickness,0
of,0
the,0
fibrous,0
cap,0
has,0
been,0
taken,0
as,0
a,0
surrogate,0
of,0
surgical,0
success,0
"[33,34].",0
The,0
success,0
of,0
glaucoma,0
surgery,0
rests,0
is,0
in,0
the,0
creation,0
of,0
an,0
improved,0
outflow,0
facility,0
from,0
the,0
eye;,0
the,0
key,0
determinant,0
of,0
this,0
being,0
the,0
hydraulic,0
conductivity,0
of,0
the,0
fibrous,0
cap,0
that,0
develops,0
around,0
and,0
delineates,0
the,0
bleb.,0
Blebs,O-Physical
with,O-Physical
higher,O-Physical
IOP,O-Physical
tend,O-Physical
to,O-Physical
have,O-Physical
thicker,O-Physical
walls,O-Physical
and,O-Physical
therefore,O-Physical
to,O-Physical
be,O-Physical
clearer,O-Physical
in,O-Physical
outline,O-Physical
(i.e.,0
not,0
‘diffuse’),0
and,O-Physical
to,O-Physical
have,O-Physical
a,O-Physical
smaller,O-Physical
volume,O-Physical
[32].,0
This,O-Physical
phenomenon,O-Physical
is,O-Physical
clearly,O-Physical
represented,O-Physical
in,O-Physical
the,O-Physical
"model,",O-Physical
indicating,0
that,0
the,0
more,0
the,0
resistance,0
to,0
flow,0
through,0
the,0
bleb,0
wall,0
the,0
higher,0
the,0
bleb,0
pressure,0
and,0
the,0
IOP.,0
It,0
is,0
interesting,0
to,0
note,0
that,0
the,0
best,0
estimate,0
of,0
the,0
key,0
model,0
parameters,0
of,0
hydraulic,0
conductivity,0
and,0
fluid,0
absorption,0
occur,0
within,0
the,0
range,0
of,0
values,0
in,0
which,0
the,0
IOP,0
is,0
most,0
sensitive,0
to,0
changes,0
in,0
these,0
parameters,0
–,0
see,0
Figure,0
4.,0
This,0
may,0
provide,0
a,0
clue,0
as,0
to,0
why,0
there,0
is,0
a,0
significant,0
variation,0
in,0
surgical,0
success,0
in,0
controlling,0
IOP.,0
That,O-Physical
"is,",O-Physical
this,O-Physical
model,O-Physical
predicts,O-Physical
small,O-Physical
variations,O-Physical
in,O-Physical
tissue,O-Physical
"properties,",O-Physical
as,O-Physical
might,O-Physical
be,O-Physical
expected,O-Physical
to,O-Physical
occur,O-Physical
within,O-Physical
a,O-Physical
"population,",O-Physical
will,O-Physical
lead,O-Physical
to,O-Physical
considerable,O-Physical
variation,O-Physical
in,O-Physical
the,O-Physical
ability,O-Physical
of,O-Physical
a,O-Physical
‘typical’,O-Physical
bleb,O-Physical
to,O-Physical
control,O-Physical
"IOP,",O-Physical
and,O-Physical
a,O-Physical
commensurate,O-Physical
variation,O-Physical
in,O-Physical
surgical,O-Physical
success.,O-Physical
This,0
variation,0
is,0
independent,0
of,0
any,0
likely,0
changes,0
in,0
tissue,0
properties,0
due,0
to,0
scarring,0
and,0
inflammation.,0
If,0
scarring,0
were,0
to,0
"occur,",0
we,0
would,0
expect,0
hydraulic,0
conductivity,0
to,0
decrease,0
and,0
IOP,0
to,0
increase.,0
The,0
current,0
model,0
does,0
not,0
include,0
a,0
pressure,0
dependent,0
change,0
in,0
the,0
hydraulic,0
permeability,0
of,0
the,0
blood,0
vessel,0
walls,0
Lp.,0
Although,0
the,0
exact,0
mechanism,0
is,0
still,0
in,0
"debate,",0
there,0
are,0
now,0
several,0
studies,0
that,0
report,0
the,0
reduction,0
in,0
flow,0
in,0
capillaries,0
subjected,0
to,0
external,0
pressures,0
above,0
some,0
threshold,0
(i.e.,0
a,0
critical,0
pressure),0
"[5,13,35].",0
Exceeding,0
the,0
capillary,0
closing,0
pressure,0
with,0
tissue,0
hydraulic,0
pressure,0
would,0
cause,0
the,0
fluid,0
absorption,0
to,0
dramatically,0
decrease,0
(i.e.,0
a,0
decrease,0
in,0
Lp).,0
Although,0
the,0
critical,0
pressure,0
at,0
which,0
capillaries,0
close,0
is,0
not,0
known,0
for,0
sub-,0
conjunctival,0
"tissue,",0
it,0
has,0
been,0
reported,0
that,0
in,0
retinal,0
circulation,0
blood,0
flow,0
is,0
regulated,0
for,0
IOP,0
up,0
to,0
"30mmHg,",0
above,0
30mmHg,0
blood,0
flow,0
decreases,0
[13].,0
Assuming,0
retinal,0
capillaries,0
are,0
at,0
a,0
pressure,0
10mmHg,0
above,0
"IOP,",0
we,O-Other
may,O-Other
estimate,O-Other
the,O-Other
critical,O-Other
pressure,O-Other
as,O-Other
an,O-Other
upper,O-Other
bound,O-Other
of,O-Other
about,O-Other
20mmHg.,O-Other
In,0
this,0
case,0
we,0
may,0
expect,0
the,0
tissue,0
above,0
the,0
small,0
bleb,0
in,0
Figure,0
"3,",0
for,0
"example,",0
to,0
become,0
"ischemic,",0
display,0
a,0
pale,0
pallor,0
and,0
be,0
the,0
site,0
of,0
initial,0
scar,0
formation,0
and,0
lead,0
to,0
the,0
so-called,0
fibrous,0
cap.,0
That,0
"is,",0
pallor,0
of,0
some,0
portion,0
of,0
the,0
bleb,0
"may,",0
"therefore,",0
result,0
from,0
prolonged,0
hydrostatic,0
pressure,0
causing,0
capillary,0
closure.,0
Interest-,0
ingly,0
in,0
the,0
bleb,0
shown,0
in,0
Figure,0
"1,",0
no,0
red,0
capillaries,0
can,0
be,0
seen,0
above,0
the,0
"bleb,",0
either,0
they,0
are,0
beneath,0
the,0
bleb,0
scar,0
surface,0
or,0
blood,0
is,0
unable,0
to,0
pass,0
through,0
them,0
due,0
to,0
capillary,0
collapse.,0
In,0
the,0
clinical,0
situation,0
pale,0
blebs,0
may,0
also,0
arise,0
from,0
chemical,0
"insults,",0
such,0
as,0
the,0
use,0
of,0
the,0
mutagen,0
Mitomycin-C,0
at,0
the,0
time,0
of,0
the,0
surgery.,0
Pallor,0
would,0
seem,0
to,0
be,0
a,0
poor,0
prognostic,0
sign,0
of,0
the,0
functional,0
bleb,0
as,0
a,0
certain,0
level,0
of,0
capillarization,0
is,0
required,0
for,0
the,0
absorption,0
of,0
aqueous.,0
Pale,0
blebs,0
may,0
also,0
develop,0
small,0
leaks,0
through,0
the,0
surface,0
(which,0
clinicians,0
often,0
called,0
‘ooze’),0
a,0
drainage,0
route,0
that,0
is,0
not,0
covered,0
in,0
this,0
"modeling,",0
nor,0
is,0
it,0
clinically,0
desirable.,0
There,0
are,0
always,0
limitations,0
in,0
our,0
understanding,0
of,0
the,0
issues,0
that,0
arise,0
in,0
computational,0
modeling.,0
For,0
"example,",0
issues,0
such,0
as,0
the,0
closing,0
pressure,0
of,0
the,0
capillary,0
bed,0
in,0
the,0
"bleb,",0
the,0
reduction,0
in,0
aqueous,0
production,0
of,0
the,0
eye,0
at,0
high,0
"IOP,",0
the,0
possibility,0
of,0
trans-conjunctival,0
flow,0
releasing,0
aqueous,0
from,0
the,0
absorption,0
route,0
and,0
others.,0
These,0
limitations,0
can,0
be,0
addressed,0
in,0
future,0
"studies,",0
at,0
least,0
once,0
more,0
is,0
known,0
about,0
the,0
mechanisms,0
behind,0
these,0
factors.,0
However,0
the,0
ability,0
of,0
the,0
current,0
model,0
to,0
help,0
understand,0
the,0
physical,0
processes,0
behind,0
the,0
clinically-observed,0
bleb,0
characteristics,0
is,0
an,0
encouraging,0
first,0
step,0
towards,0
enabling,0
a,0
more,0
informed,0
glaucoma,0
surgical,0
"protocol,",0
a,0
better,0
bleb,0
grading,0
"system,",0
and,0
more,0
effective,0
design,0
of,0
implants.,0
In,0
"conclusion,",0
the,0
model,0
contained,0
in,0
this,0
paper,0
has,0
helped,0
illustrate,0
the,0
‘balancing,0
act’,0
required,0
for,0
successful,0
fluid,0
dispersal,0
from,0
a,0
bleb,0
following,0
glaucoma,0
surgery.,0
Generally,0
"small,",0
thick,0
wall,0
blebs,0
are,0
likely,0
to,0
be,0
ineffective,0
at,0
allowing,0
fluid,0
to,0
move,0
into,0
and,0
be,0
absorbed,0
by,0
tissue.,0
These,0
results,0
suggest,0
that,0
small,0
blebs,0
expose,0
tissue,0
to,0
high,0
"pressures,",0
particularly,0
directly,0
above,0
the,0
"bleb,",0
inducing,0
an,0
ischemic,0
tissue,0
remodeling,0
"response,",0
a,0
reduction,0
of,0
hydraulic,0
conductivity,0
and,0
an,0
elevation,0
of,0
IOP.,0
On,0
the,0
other,0
"hand,",0
large,0
blebs,0
are,0
less,0
likely,0
to,0
undergo,0
this,0
remodeling,0
process,0
but,0
may,0
lead,0
to,0
hypotonic,0
eyes.,0
These,0
results,0
are,0
consistent,0
with,0
bleb,0
characteristics,0
seen,0
clinically.,0
